0,1,2,3,4,5,6,7,8,9,10,11,12,13,true_label,predicted_label
35.0,0.0,13.0,251854.0,0.0,27.0,9.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,1,0
40.0,0.0,13.0,103649.0,0.0,30.0,9.0,2.0,4.0,0.0,5.0,2.0,39.0,1.0,1,0
50.0,0.0,14.0,133201.0,0.0,55.0,12.0,4.0,2.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,13.0,77085.0,0.0,45.0,9.0,1.0,4.0,1.0,0.0,2.0,24.0,3.0,1,0
40.0,0.0,14.0,31740.0,0.0,32.0,12.0,1.0,4.0,1.0,0.0,2.0,19.0,10.0,0,1
50.0,0.0,16.0,446358.0,0.0,31.0,10.0,4.0,2.0,1.0,1.0,4.0,26.0,10.0,1,0
48.0,0.0,9.0,211231.0,0.0,25.0,11.0,4.0,4.0,0.0,2.0,2.0,39.0,13.0,1,0
45.0,0.0,10.0,199763.0,0.0,56.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,0,1
55.0,0.0,10.0,294313.0,0.0,58.0,15.0,2.0,2.0,0.0,5.0,2.0,39.0,1.0,0,1
60.0,0.0,10.0,263561.0,0.0,33.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
65.0,0.0,13.0,144949.0,0.0,33.0,9.0,4.0,5.0,1.0,0.0,2.0,39.0,12.0,0,1
60.0,0.0,13.0,249935.0,0.0,45.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,5.0,0,1
40.0,0.0,12.0,213195.0,0.0,28.0,7.0,4.0,2.0,0.0,5.0,2.0,39.0,1.0,1,0
40.0,0.0,10.0,157079.0,0.0,55.0,15.0,2.0,4.0,1.0,0.0,2.0,0.0,11.0,1,0
40.0,0.0,9.0,210013.0,0.0,44.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
50.0,0.0,13.0,111066.0,0.0,49.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,168381.0,0.0,52.0,11.0,1.0,4.0,0.0,4.0,6.0,19.0,8.0,1,0
42.0,0.0,12.0,286689.0,0.0,32.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,13.0,1,0
41.0,0.0,10.0,137618.0,0.0,29.0,15.0,4.0,4.0,0.0,1.0,4.0,39.0,8.0,1,0
50.0,0.0,15.0,218916.0,0.0,39.0,14.0,4.0,4.0,1.0,1.0,0.0,39.0,4.0,0,1
40.0,0.0,13.0,343646.0,0.0,39.0,9.0,4.0,7.0,1.0,1.0,0.0,26.0,11.0,1,0
35.0,0.0,9.0,163113.0,0.0,58.0,11.0,4.0,4.0,0.0,1.0,6.0,39.0,12.0,1,0
40.0,0.0,9.0,36039.0,0.0,65.0,11.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
35.0,0.0,10.0,112821.0,0.0,60.0,15.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
52.0,0.0,10.0,204325.0,0.0,54.0,15.0,4.0,2.0,1.0,0.0,2.0,39.0,11.0,0,1
80.0,0.0,10.0,274363.0,0.0,41.0,15.0,4.0,4.0,1.0,1.0,5.0,39.0,12.0,1,0
60.0,0.0,13.0,403391.0,0.0,38.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,4.0,0,1
50.0,0.0,13.0,101510.0,0.0,34.0,9.0,4.0,4.0,0.0,1.0,0.0,39.0,12.0,1,0
60.0,0.0,13.0,190023.0,0.0,39.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,10.0,198170.0,0.0,60.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
20.0,0.0,10.0,34361.0,0.0,51.0,15.0,4.0,4.0,0.0,5.0,2.0,39.0,4.0,1,0
40.0,0.0,10.0,109209.0,0.0,46.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
40.0,0.0,13.0,52849.0,0.0,43.0,9.0,4.0,7.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,13.0,105017.0,0.0,65.0,9.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,0,1
45.0,0.0,13.0,345277.0,0.0,33.0,9.0,4.0,4.0,0.0,1.0,4.0,39.0,13.0,1,0
50.0,0.0,13.0,47902.0,0.0,41.0,9.0,4.0,7.0,1.0,0.0,2.0,39.0,1.0,1,0
50.0,0.0,14.0,188246.0,0.0,31.0,12.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,9.0,180553.0,0.0,27.0,11.0,4.0,0.0,0.0,5.0,2.0,39.0,0.0,1,0
14.0,0.0,10.0,175689.0,0.0,59.0,15.0,4.0,4.0,0.0,5.0,2.0,5.0,1.0,1,0
42.0,0.0,9.0,95519.0,0.0,53.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,1,0
40.0,0.0,13.0,262233.0,0.0,43.0,9.0,4.0,1.0,1.0,1.0,0.0,39.0,4.0,1,0
60.0,0.0,14.0,23510.0,2201.0,42.0,12.0,1.0,5.0,1.0,4.0,0.0,19.0,4.0,1,0
48.0,0.0,10.0,249644.0,0.0,51.0,15.0,4.0,4.0,1.0,1.0,0.0,39.0,3.0,1,0
40.0,0.0,12.0,34377.0,0.0,46.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,10.0,53893.0,0.0,46.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,13.0,1,0
60.0,0.0,13.0,259840.0,0.0,28.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
40.0,0.0,8.0,134768.0,0.0,62.0,2.0,4.0,6.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,13.0,162678.0,0.0,62.0,9.0,4.0,7.0,1.0,0.0,2.0,39.0,4.0,0,1
50.0,0.0,13.0,124483.0,0.0,35.0,9.0,1.0,4.0,1.0,1.0,4.0,0.0,12.0,1,0
50.0,0.0,13.0,201117.0,0.0,36.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
50.0,0.0,14.0,190305.0,0.0,31.0,12.0,4.0,7.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,9.0,184659.0,1485.0,35.0,11.0,4.0,7.0,1.0,0.0,2.0,39.0,3.0,1,0
50.0,0.0,10.0,175942.0,0.0,57.0,15.0,4.0,4.0,0.0,1.0,0.0,39.0,4.0,1,0
45.0,0.0,10.0,104748.0,0.0,51.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,12.0,328301.0,0.0,35.0,7.0,4.0,4.0,0.0,5.0,1.0,39.0,1.0,0,1
38.0,0.0,9.0,123780.0,0.0,52.0,11.0,4.0,4.0,0.0,5.0,2.0,39.0,1.0,0,1
40.0,6097.0,4.0,196610.0,0.0,71.0,5.0,4.0,4.0,1.0,1.0,6.0,39.0,4.0,1,0
45.0,0.0,10.0,205100.0,0.0,51.0,15.0,4.0,4.0,0.0,1.0,0.0,39.0,12.0,1,0
45.0,0.0,14.0,201988.0,0.0,33.0,12.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,9.0,163140.0,0.0,79.0,11.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
52.0,0.0,9.0,29762.0,0.0,41.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
50.0,0.0,10.0,172304.0,0.0,31.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
45.0,0.0,13.0,149640.0,0.0,46.0,9.0,4.0,4.0,1.0,1.0,0.0,9.0,10.0,1,0
40.0,0.0,9.0,94081.0,0.0,51.0,11.0,4.0,4.0,1.0,1.0,4.0,39.0,3.0,1,0
45.0,0.0,13.0,224799.0,0.0,40.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,0,1
50.0,0.0,10.0,392812.0,0.0,33.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,6.0,1,0
40.0,0.0,9.0,177413.0,0.0,29.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
8.0,0.0,13.0,334273.0,0.0,50.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,13.0,218955.0,0.0,35.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,13.0,154941.0,0.0,25.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
80.0,0.0,9.0,37237.0,0.0,51.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,5.0,1,0
65.0,0.0,14.0,206066.0,0.0,42.0,12.0,4.0,6.0,1.0,0.0,2.0,39.0,10.0,0,1
56.0,0.0,10.0,81654.0,0.0,47.0,15.0,4.0,2.0,1.0,1.0,0.0,39.0,4.0,1,0
65.0,0.0,9.0,206951.0,0.0,38.0,11.0,4.0,5.0,1.0,0.0,2.0,39.0,4.0,0,1
50.0,0.0,9.0,234504.0,0.0,48.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
58.0,0.0,10.0,104892.0,0.0,44.0,15.0,4.0,5.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,10.0,108681.0,0.0,41.0,15.0,4.0,4.0,0.0,5.0,2.0,39.0,1.0,0,1
50.0,0.0,5.0,150025.0,0.0,28.0,6.0,4.0,4.0,1.0,1.0,4.0,0.0,3.0,1,0
55.0,0.0,13.0,109434.0,0.0,45.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,11.0,272625.0,0.0,42.0,8.0,2.0,1.0,0.0,4.0,0.0,39.0,1.0,1,0
45.0,0.0,14.0,180142.0,0.0,52.0,12.0,4.0,4.0,1.0,0.0,2.0,39.0,13.0,0,1
40.0,0.0,9.0,368797.0,0.0,57.0,11.0,4.0,5.0,1.0,0.0,2.0,39.0,4.0,0,1
32.0,0.0,10.0,101352.0,0.0,32.0,15.0,4.0,4.0,0.0,5.0,2.0,39.0,13.0,1,0
99.0,0.0,9.0,178370.0,0.0,31.0,11.0,4.0,4.0,0.0,4.0,0.0,39.0,8.0,1,0
35.0,0.0,9.0,412296.0,0.0,37.0,11.0,4.0,4.0,1.0,0.0,2.0,26.0,3.0,1,0
35.0,0.0,13.0,169628.0,0.0,43.0,9.0,2.0,4.0,0.0,4.0,4.0,39.0,12.0,1,0
55.0,0.0,10.0,251659.0,1485.0,31.0,15.0,1.0,4.0,1.0,0.0,2.0,0.0,8.0,1,0
60.0,0.0,12.0,284403.0,0.0,43.0,7.0,2.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
70.0,0.0,5.0,82540.0,0.0,37.0,6.0,4.0,6.0,1.0,0.0,2.0,39.0,14.0,1,0
70.0,0.0,11.0,113324.0,0.0,41.0,8.0,4.0,6.0,1.0,0.0,2.0,39.0,5.0,1,0
40.0,0.0,9.0,145041.0,0.0,47.0,11.0,4.0,4.0,1.0,0.0,2.0,5.0,7.0,1,0
38.0,0.0,9.0,166187.0,0.0,67.0,11.0,4.0,4.0,1.0,4.0,6.0,39.0,4.0,1,0
50.0,0.0,10.0,124293.0,0.0,37.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,0,1
40.0,0.0,10.0,36924.0,0.0,41.0,15.0,4.0,2.0,1.0,0.0,2.0,39.0,1.0,1,0
40.0,0.0,10.0,136787.0,0.0,61.0,15.0,4.0,1.0,1.0,0.0,2.0,39.0,1.0,1,0
45.0,0.0,10.0,380614.0,0.0,39.0,15.0,4.0,4.0,0.0,1.0,0.0,39.0,10.0,1,0
50.0,0.0,14.0,204527.0,0.0,35.0,12.0,4.0,4.0,1.0,1.0,4.0,39.0,3.0,1,0
16.0,0.0,15.0,193130.0,0.0,56.0,14.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
45.0,0.0,9.0,182668.0,0.0,69.0,11.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
45.0,0.0,10.0,116632.0,0.0,43.0,15.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
45.0,0.0,14.0,118551.0,0.0,32.0,12.0,4.0,4.0,0.0,1.0,4.0,39.0,4.0,1,0
20.0,0.0,9.0,133821.0,0.0,71.0,11.0,4.0,5.0,0.0,5.0,2.0,39.0,1.0,1,0
70.0,0.0,14.0,240013.0,0.0,52.0,12.0,4.0,6.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,10.0,98116.0,0.0,75.0,15.0,4.0,5.0,1.0,1.0,6.0,39.0,12.0,1,0
40.0,0.0,10.0,53197.0,0.0,51.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
30.0,0.0,15.0,186035.0,0.0,36.0,14.0,4.0,6.0,1.0,0.0,2.0,39.0,12.0,1,0
45.0,0.0,10.0,409189.0,0.0,37.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,0,1
60.0,0.0,9.0,90705.0,0.0,32.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,10.0,156566.0,0.0,41.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,13.0,359461.0,0.0,47.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,0,1
40.0,0.0,9.0,69251.0,0.0,34.0,11.0,1.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,10.0,89172.0,0.0,41.0,15.0,4.0,2.0,1.0,0.0,2.0,39.0,5.0,1,0
55.0,0.0,12.0,103580.0,0.0,54.0,7.0,4.0,4.0,0.0,4.0,0.0,39.0,4.0,1,0
60.0,0.0,9.0,321856.0,0.0,40.0,11.0,4.0,4.0,1.0,1.0,0.0,39.0,14.0,1,0
40.0,0.0,9.0,364782.0,0.0,38.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
20.0,0.0,10.0,166961.0,0.0,30.0,15.0,4.0,6.0,0.0,5.0,2.0,39.0,1.0,1,0
50.0,0.0,14.0,51744.0,0.0,90.0,12.0,2.0,4.0,1.0,1.0,4.0,39.0,4.0,1,0
40.0,0.0,13.0,180881.0,0.0,52.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,13.0,222654.0,0.0,31.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,9.0,36228.0,1902.0,46.0,11.0,4.0,2.0,1.0,0.0,2.0,39.0,3.0,0,1
40.0,0.0,9.0,226871.0,0.0,49.0,11.0,2.0,2.0,1.0,0.0,2.0,39.0,7.0,1,0
40.0,0.0,11.0,432565.0,0.0,30.0,8.0,4.0,4.0,0.0,2.0,2.0,2.0,13.0,1,0
40.0,0.0,14.0,46044.0,0.0,47.0,12.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
45.0,0.0,13.0,317175.0,0.0,24.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
35.0,0.0,12.0,136450.0,0.0,25.0,7.0,4.0,6.0,0.0,5.0,2.0,39.0,1.0,1,0
8.0,0.0,13.0,204486.0,0.0,60.0,9.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
44.0,0.0,9.0,85413.0,0.0,60.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,9.0,140851.0,0.0,62.0,11.0,4.0,2.0,1.0,0.0,2.0,39.0,8.0,1,0
40.0,0.0,16.0,182108.0,0.0,41.0,10.0,4.0,4.0,0.0,1.0,4.0,39.0,7.0,1,0
40.0,0.0,9.0,164707.0,0.0,32.0,11.0,4.0,1.0,0.0,5.0,2.0,39.0,1.0,1,0
35.0,0.0,13.0,83413.0,0.0,32.0,9.0,4.0,1.0,1.0,0.0,2.0,39.0,1.0,1,0
40.0,0.0,12.0,86837.0,0.0,64.0,7.0,1.0,1.0,1.0,0.0,2.0,39.0,8.0,1,0
35.0,0.0,13.0,167670.0,0.0,60.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,0,1
60.0,0.0,13.0,44257.0,0.0,47.0,9.0,4.0,1.0,1.0,1.0,3.0,39.0,4.0,1,0
72.0,0.0,9.0,45366.0,0.0,41.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,13.0,186808.0,0.0,36.0,9.0,4.0,4.0,1.0,3.0,2.0,39.0,3.0,1,0
40.0,0.0,14.0,28334.0,0.0,63.0,12.0,4.0,4.0,0.0,1.0,0.0,39.0,4.0,1,0
40.0,0.0,11.0,129661.0,0.0,27.0,8.0,0.0,0.0,0.0,5.0,2.0,39.0,0.0,1,0
48.0,0.0,10.0,173495.0,0.0,34.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,10.0,251239.0,0.0,42.0,15.0,4.0,4.0,1.0,0.0,2.0,33.0,4.0,0,1
40.0,0.0,9.0,315143.0,0.0,33.0,11.0,4.0,4.0,1.0,0.0,2.0,5.0,12.0,1,0
60.0,0.0,9.0,165466.0,0.0,38.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
40.0,0.0,9.0,294708.0,0.0,40.0,11.0,2.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,14.0,222756.0,0.0,43.0,12.0,4.0,1.0,1.0,0.0,2.0,39.0,3.0,0,1
40.0,0.0,9.0,152629.0,0.0,43.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,349148.0,0.0,31.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
60.0,0.0,10.0,35429.0,0.0,36.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
99.0,0.0,10.0,184425.0,0.0,55.0,15.0,4.0,6.0,1.0,0.0,2.0,39.0,5.0,1,0
46.0,0.0,9.0,471990.0,0.0,46.0,11.0,2.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,10.0,231413.0,0.0,30.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,190786.0,0.0,43.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,8.0,1,0
25.0,0.0,10.0,157778.0,0.0,30.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,1,0
40.0,0.0,8.0,34377.0,0.0,49.0,2.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
45.0,0.0,13.0,37672.0,0.0,47.0,9.0,4.0,2.0,0.0,5.0,2.0,39.0,10.0,0,1
40.0,0.0,13.0,122353.0,0.0,39.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,9.0,154374.0,0.0,40.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
30.0,0.0,13.0,86150.0,0.0,37.0,9.0,1.0,4.0,0.0,5.0,2.0,39.0,8.0,1,0
40.0,0.0,13.0,150393.0,0.0,52.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
40.0,0.0,9.0,132686.0,0.0,28.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,6.0,1,0
60.0,0.0,9.0,145636.0,0.0,48.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
65.0,0.0,15.0,221915.0,0.0,54.0,14.0,4.0,4.0,0.0,2.0,4.0,39.0,10.0,0,1
25.0,0.0,13.0,170166.0,0.0,55.0,9.0,4.0,6.0,0.0,5.0,2.0,39.0,4.0,0,1
60.0,0.0,9.0,213179.0,0.0,31.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,11.0,255822.0,0.0,58.0,8.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,14.0,100882.0,0.0,33.0,12.0,4.0,4.0,1.0,1.0,4.0,39.0,4.0,1,0
40.0,0.0,5.0,30673.0,0.0,39.0,6.0,4.0,1.0,1.0,0.0,2.0,39.0,7.0,1,0
45.0,0.0,13.0,84402.0,0.0,46.0,9.0,4.0,4.0,1.0,1.0,0.0,39.0,10.0,1,0
40.0,0.0,9.0,98738.0,0.0,49.0,11.0,4.0,2.0,1.0,0.0,2.0,39.0,3.0,1,0
50.0,0.0,5.0,199995.0,0.0,51.0,6.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
50.0,0.0,14.0,37314.0,0.0,39.0,12.0,4.0,4.0,1.0,1.0,4.0,39.0,4.0,1,0
20.0,0.0,11.0,84979.0,0.0,79.0,8.0,4.0,6.0,1.0,0.0,2.0,39.0,12.0,1,0
55.0,0.0,13.0,188774.0,0.0,37.0,9.0,4.0,6.0,1.0,1.0,4.0,39.0,11.0,1,0
50.0,0.0,9.0,233511.0,0.0,48.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,13.0,150570.0,0.0,33.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,14.0,176716.0,0.0,42.0,12.0,4.0,4.0,1.0,1.0,4.0,39.0,4.0,1,0
40.0,0.0,9.0,119033.0,0.0,32.0,11.0,4.0,7.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,10.0,461337.0,0.0,36.0,15.0,4.0,4.0,0.0,5.0,2.0,39.0,1.0,0,1
45.0,0.0,10.0,351869.0,1485.0,32.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
35.0,0.0,16.0,62546.0,0.0,46.0,10.0,4.0,5.0,1.0,1.0,5.0,39.0,10.0,0,1
40.0,0.0,14.0,30840.0,0.0,47.0,12.0,4.0,4.0,1.0,1.0,0.0,39.0,10.0,1,0
40.0,0.0,9.0,229272.0,0.0,50.0,11.0,2.0,7.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,11.0,99127.0,0.0,47.0,8.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
40.0,0.0,9.0,48915.0,0.0,39.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
35.0,0.0,10.0,208452.0,0.0,65.0,15.0,4.0,5.0,1.0,0.0,2.0,39.0,12.0,1,0
45.0,0.0,12.0,185385.0,0.0,49.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,13.0,202033.0,0.0,26.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,9.0,126060.0,0.0,29.0,11.0,4.0,4.0,0.0,5.0,2.0,39.0,12.0,1,0
46.0,0.0,14.0,159589.0,0.0,30.0,12.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
40.0,0.0,9.0,271828.0,0.0,46.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,178983.0,0.0,41.0,11.0,4.0,4.0,0.0,5.0,2.0,39.0,1.0,0,1
60.0,0.0,9.0,193042.0,0.0,33.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,13.0,107218.0,0.0,44.0,9.0,1.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
50.0,0.0,10.0,246891.0,0.0,48.0,15.0,4.0,4.0,1.0,4.0,6.0,39.0,12.0,1,0
40.0,0.0,6.0,97168.0,0.0,59.0,0.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,10.0,186145.0,0.0,38.0,15.0,4.0,4.0,0.0,5.0,2.0,39.0,12.0,1,0
40.0,0.0,9.0,106023.0,0.0,63.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,10.0,209808.0,0.0,34.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
60.0,0.0,11.0,267205.0,0.0,47.0,8.0,4.0,4.0,1.0,0.0,2.0,0.0,3.0,1,0
60.0,0.0,9.0,200089.0,0.0,24.0,11.0,4.0,4.0,1.0,0.0,2.0,26.0,3.0,1,0
40.0,0.0,9.0,117683.0,0.0,39.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
70.0,0.0,13.0,342635.0,0.0,38.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,13.0,183390.0,0.0,50.0,9.0,4.0,2.0,1.0,1.0,5.0,39.0,10.0,1,0
55.0,0.0,9.0,130057.0,0.0,32.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
40.0,0.0,9.0,206139.0,0.0,41.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
50.0,0.0,13.0,176683.0,0.0,29.0,9.0,4.0,4.0,1.0,1.0,4.0,39.0,12.0,1,0
40.0,0.0,9.0,177727.0,0.0,53.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
42.0,0.0,9.0,149909.0,0.0,43.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,13.0,182028.0,0.0,57.0,9.0,4.0,4.0,0.0,5.0,2.0,39.0,4.0,0,1
40.0,0.0,9.0,92733.0,0.0,41.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
60.0,0.0,13.0,267101.0,0.0,63.0,9.0,4.0,5.0,1.0,0.0,2.0,39.0,4.0,0,1
55.0,0.0,10.0,64980.0,0.0,40.0,15.0,2.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
40.0,0.0,9.0,441637.0,0.0,51.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,13.0,0,1
30.0,0.0,13.0,120131.0,0.0,46.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,8.0,1,0
40.0,0.0,10.0,46401.0,0.0,51.0,15.0,4.0,6.0,0.0,5.0,2.0,39.0,10.0,1,0
40.0,0.0,14.0,173944.0,0.0,28.0,12.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,1,0
99.0,0.0,11.0,183304.0,0.0,32.0,8.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
60.0,0.0,11.0,27408.0,0.0,36.0,8.0,4.0,5.0,1.0,0.0,2.0,39.0,12.0,0,1
45.0,0.0,9.0,232308.0,0.0,61.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,13.0,288020.0,0.0,53.0,9.0,1.0,4.0,1.0,0.0,2.0,24.0,10.0,0,1
40.0,0.0,10.0,267859.0,0.0,33.0,15.0,4.0,4.0,1.0,0.0,2.0,5.0,4.0,1,0
43.0,0.0,9.0,32212.0,0.0,49.0,11.0,4.0,4.0,0.0,5.0,2.0,39.0,4.0,0,1
40.0,0.0,10.0,174018.0,0.0,63.0,15.0,2.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
40.0,0.0,10.0,108542.0,0.0,26.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
40.0,0.0,11.0,198841.0,0.0,37.0,8.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
38.0,0.0,13.0,176839.0,0.0,62.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,13.0,0,1
45.0,0.0,13.0,31023.0,0.0,35.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,12.0,213214.0,0.0,42.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
50.0,0.0,10.0,72896.0,0.0,46.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
